clientnum,total_relationship_count,total_revolving_bal,total_amt_chng_q4_q1,total_trans_amt,total_ct_chng_q4_q1,total_trans_ct
809976033,6,1560,0.827,1582,0.786,25
809967783,5,1539,0.707,2189,0.688,54
809966058,4,1860,0.571,4569,0.884,81
809962908,5,852,0.639,1909,0.733,52
809959683,4,2108,0.69,1813,0.576,52
809954133,6,0,0.822,5223,0.909,84
809951133,3,0,1.203,2115,0.263,24
809941233,4,2390,0.421,1377,0.583,38
809937933,4,2013,0.97,4384,1,82
809855808,5,1650,0.708,1339,0.538,20
809849358,2,0,0.707,2719,0.44,36
809846283,3,0,0.72,4154,0.814,78
809844108,2,0,0.792,4775,0.66,78
809825358,6,1566,0.557,1155,0.545,34
809818008,3,1620,0.576,2300,0.463,60
809811858,3,0,0.987,2530,0.344,43
809809008,5,1541,0.656,4570,0.511,68
809797158,3,1592,0.679,3627,1,66
809631483,1,0,0.678,4452,0.729,83
809626983,3,0,0.707,2790,0.321,37
809620833,3,0,0.897,2314,1.034,59
809616108,3,0,0.611,2812,0.788,59
809608533,6,1586,0.921,1439,1,48
809599158,2,0,0.671,1626,0.4,28
809589783,3,817,0.64,13969,0.69,120
809582058,5,1249,0.936,4410,0.622,73
809565183,3,625,0.729,2650,0.483,43
809559933,3,706,0.886,2526,0.414,41
809540733,1,1425,0.611,14327,0.673,92
809538783,6,1058,0.56,4109,0.8,72
809464608,3,2517,0.618,2691,0.5,42
809459733,2,0,0.782,13339,0.698,90
809452383,6,0,0.707,4733,0.816,89
809445858,6,750,0.659,5000,0.837,79
809440008,3,550,0.783,2716,0.433,43
809425533,5,1174,0.732,8097,0.842,105
809378133,6,0,0.791,4880,0.549,79
809363958,5,0,0.601,4177,0.737,66
809360883,3,1783,1.003,3160,1.36,59
809358708,6,2135,0.488,3514,0.703,63
809342208,4,0,0.472,2005,0.469,47
809320908,3,0,0.742,4160,0.867,84
809311758,6,1503,0.944,4429,0.642,87
809307108,4,1182,0.794,4209,0.833,77
809296308,4,2332,0.755,1313,0.609,37
809292483,4,1846,0.857,1224,0.778,32
809290308,3,1173,1.106,1912,0.667,45
809276808,1,0,0.806,4678,0.729,83
809169858,2,1383,0.705,7728,0.576,93
809164083,2,1779,1.259,1450,0.947,37
809147283,2,1372,0.649,15058,0.912,109
809127858,4,1219,0.639,4807,0.6,72
809092458,5,1336,0.755,5211,0.804,83
809071083,4,2150,0.666,4592,0.8,90
809068983,3,0,0.758,5238,0.708,82
808981608,4,540,0.539,4220,0.737,66
808967883,1,1262,0.886,5069,1.111,76
808964433,4,1378,0.799,1594,0.452,45
808950108,4,859,0.808,4409,0.674,72
808909008,6,0,0.589,1448,0.292,31
808903308,4,0,0.722,2519,0.522,35
808897683,3,1406,1.336,3231,0.306,47
808891983,2,1835,0.644,4042,0.714,60
808796208,5,2517,0.967,1532,0.692,44
808756458,6,1205,0.708,3821,0.66,83
808753758,5,1525,0.529,4109,0.614,71
808750458,5,606,0.727,2192,0.657,58
808747233,6,0,0.771,2573,0.719,55
808743558,3,2517,0.89,4804,0.737,66
808732458,5,1558,1.02,2838,1.333,49
808705758,6,1732,0.674,1624,0.688,27
808681158,4,2379,0.358,1343,0.296,35
808675083,5,1675,1.079,3862,0.949,76
808669083,3,0,0.775,5015,0.789,68
808527183,4,949,0.65,4669,0.741,94
808292958,6,495,1.062,2546,0.333,40
808287408,1,1151,0.73,8420,0.852,100
808284783,6,0,0.813,1951,1.095,44
808281483,2,2157,0.637,4249,1.235,76
808279158,1,1429,0.817,8914,0.768,99
808273533,3,0,0.651,2054,0.774,55
808169358,5,2289,0.685,1683,0.471,50
808045833,2,1698,0.992,15860,0.75,105
807990108,3,0,0.668,3197,0.564,61
807986133,5,1817,0.62,1353,0.667,35
807977808,1,2517,0.722,13671,0.689,103
807971658,1,2517,0.83,13931,0.836,112
807964908,4,2025,0.789,1481,0.452,45
807946833,6,0,0.735,2771,0.5,36
807915408,6,0,0.743,4479,0.822,82
807722658,3,1250,0.983,4761,0.707,99
807604233,2,2482,1.08,5044,0.688,81
807600633,6,671,0.662,5408,0.729,83
807596358,6,1204,0.575,4650,0.556,70
807593058,3,0,0.699,2003,0.318,29
807589908,1,822,0.68,4189,0.667,80
807587433,4,0,0.699,2229,0.6,40
807584958,2,0,0.637,1882,0.345,39
807523008,4,2007,0.892,2473,1.136,47
807426033,4,1176,0.665,3462,0.906,61
807393558,2,1279,1.02,4615,0.581,49
807379833,2,145,0.765,2563,0.417,34
807369708,3,0,0.711,4009,0.947,74
807349158,4,1491,0.93,2243,0.935,60
807275733,5,873,0.53,2498,0.321,37
807244983,6,680,0.512,2283,0.571,55
807237783,5,1020,0.563,4166,0.737,66
807226683,6,1115,0.549,1642,0.519,41
807209808,6,1630,0.846,3739,0.659,68
807173358,4,878,0.777,5416,0.9,76
807165033,3,0,0.811,3533,0.788,59
807161508,6,1748,0.626,2804,0.486,52
807157833,5,1272,1.12,4284,0.587,73
807149058,1,1628,0.631,4752,0.739,80
807141183,4,1412,0.677,1930,0.636,36
807137808,4,0,0.667,3494,0.718,67
807136758,3,0,0.613,2412,0.481,40
807044958,6,869,1.493,2171,0.875,45
807030858,6,2274,0.788,1795,0.679,47
807014583,3,0,0.915,4331,0.935,89
806995683,4,2517,1.024,2870,1.174,50
806992533,2,797,0.824,13092,0.569,102
806989008,4,1157,0.668,4108,0.745,82
806970033,2,1434,0.805,4588,1.026,77
806947308,3,1553,0.324,1735,0.375,44
806917983,2,1526,0.879,15200,0.8,126
806914158,4,0,0.648,2134,0.478,34
806908608,5,0,0.691,3942,1.229,78
806900508,5,1716,0.69,4161,0.744,75
806894133,3,1347,0.73,2546,0.719,55
806889633,3,1226,1.4,2906,1,58
806824908,4,1374,0.459,4717,0.69,71
806752533,4,1635,0.7,2553,0.553,59
806694333,1,1779,0.841,8268,0.698,73
806656083,3,1514,0.716,4064,0.556,70
806652483,4,1169,0.573,4391,0.595,67
806649333,3,1404,0.785,13977,0.693,127
806641683,5,1461,0.646,3416,0.707,70
806637558,5,0,0.425,1539,0.6,40
806634783,1,1405,0.843,4267,0.596,75
806624208,6,1362,0.739,1045,0.9,38
806619333,4,2085,1.035,5154,0.86,80
806432433,2,1713,0.696,8006,0.571,88
806428908,3,0,0.814,5049,0.63,75
806415183,1,1432,0.594,4534,0.886,83
806407308,6,0,1.166,2047,0.179,33
806392908,6,2338,0.441,1212,0.32,33
806264958,5,994,0.725,3211,0.725,69
806256333,2,312,0.657,1786,0.733,26
806250783,6,0,1.364,2742,0.758,58
806244183,5,0,0.875,4544,0.75,84
806232408,5,0,0.881,4022,1.167,65
806226933,6,0,0.928,3660,1.107,59
806219808,5,1972,0.835,5146,0.956,88
806189658,4,893,0.609,4630,0.587,73
806179683,5,2044,0.91,4433,0.659,68
806170158,3,542,0.866,3899,0.857,78
806165208,5,1800,0.906,1178,0.929,27
806160108,2,2517,1.831,1336,1.143,30
806140383,3,2396,0.889,2658,0.344,43
805546308,3,2517,0.787,4554,0.694,83
805543158,5,2207,0.869,1523,1.105,40
805534608,4,1314,0.477,3817,0.818,60
805524708,3,2517,0.932,2599,0.562,50
805522758,5,1830,1.289,1701,1.357,33
805516608,2,925,0.771,7755,0.68,84
805485933,2,2517,0.71,14354,0.629,101
805461783,3,0,0.635,4735,0.673,87
805458933,6,632,0.702,4727,0.66,83
805453908,6,1592,0.691,4355,0.837,79
805313808,2,134,0.717,2409,0.31,38
805282908,3,1100,0.365,4401,0.651,71
805261983,6,979,1.467,2847,0.968,61
805259733,6,0,0.412,1731,0.586,46
805254708,5,1276,1.389,2229,0.778,48
805229133,1,0,0.482,4514,0.591,70
804867183,6,0,1.509,2599,1.136,47
804847308,6,0,0.516,4018,0.605,69
804840033,4,0,0.954,1960,0.6,48
804833058,1,0,0.684,1832,0.581,49
804829533,3,471,0.85,2864,0.759,51
804820233,6,1781,0.565,2763,0.879,62
804708633,3,0,0.518,4666,0.776,87
804673308,2,0,0.662,1866,0.947,37
804670758,4,2249,0.567,15903,0.571,121
804668658,3,0,0.506,947,0.053,20
804663258,3,2065,0.704,1903,0.633,49
804661083,3,1506,0.883,4821,0.711,77
804658833,5,0,0.664,4068,0.622,73
804649833,3,1126,0.788,3436,0.574,74
804610908,4,1962,0.483,3295,0.61,66
804606033,6,1172,0.65,3121,0.395,60
804601833,1,1601,0.686,7491,0.72,86
804598908,3,2055,1.042,2238,0.531,49
804595158,6,2517,0.475,1112,1.875,23
804583833,4,1243,0.768,4316,0.891,87
804577833,5,2101,0.464,3974,0.909,63
804481608,6,0,0.926,2825,0.818,60
804462633,3,0,0.523,2287,0.294,44
804437658,4,2154,0.5,3413,0.692,66
804434058,6,0,0.872,4660,0.681,79
804431283,5,1101,0.682,14651,0.6,120
804428958,3,0,0.783,4847,1.053,78
804426858,3,1660,0.562,1974,1.062,33
804424383,3,1010,0.843,1904,1,40
804415083,3,655,1.084,2611,0.545,51
804413508,6,1638,0.695,4506,0.957,90
804403908,4,1118,0.658,1806,0.409,31
804371733,5,1347,0.695,3991,0.867,84
804359133,5,2233,1.095,1743,0.929,27
804344733,3,916,0.807,4303,0.78,89
804337233,3,0,0.739,4890,0.794,61
804310758,5,1578,0.593,2005,0.778,48
804158583,2,1456,0.856,16493,0.649,122
804045933,5,2414,0.779,4284,0.682,74
803977008,6,1826,1.011,1715,1.188,35
803973483,4,0,0.793,4496,0.66,83
803968233,3,2517,0.735,13377,0.869,114
803963808,4,0,0.804,3762,1,74
803957508,6,1024,0.369,1433,0.5,33
803952408,6,1486,0.503,3987,0.54,77
803938908,4,0,0.84,4546,0.884,81
803880108,6,1355,0.926,4474,1.32,58
803833608,4,564,0.448,1322,0.652,38
803805483,3,0,0.777,4697,0.523,67
803800533,3,975,1.144,2866,0.735,59
803796708,2,0,0.018,1097,0.077,28
803776533,3,0,0.639,2118,0.576,52
803665983,3,2184,0.592,3829,0.532,72
803657133,6,1408,0.779,4757,0.923,75
803655333,1,2295,0.657,12025,0.807,103
803652633,4,1575,0.838,5124,0.522,70
803648508,4,758,0.5,1646,0.75,42
803606958,5,0,0.719,3946,0.825,73
803595858,5,0,0.597,594,0.556,14
803587533,6,1812,0.706,3319,0.911,86
803421108,1,2517,1.023,14374,0.823,113
803418783,5,2185,0.852,4680,0.673,87
803415183,3,657,0.641,4614,0.689,76
803408733,6,1338,0.567,2466,0.579,60
803406558,3,1272,0.683,4189,0.911,86
803398983,4,864,0.712,4823,0.829,64
803380383,3,925,0.804,4615,0.667,90
803366358,5,2192,0.898,1300,1.083,25
803355408,5,1659,0.891,4813,0.674,77
803347908,4,0,1.494,2327,0.806,65
803342358,3,2517,0.704,3382,0.931,56
803339583,4,0,1.033,4898,0.783,82
803335008,2,1472,0.979,13945,0.754,107
803319633,4,1358,0.657,3988,0.688,81
803231058,5,1474,0.393,4294,0.737,66
803216433,6,2517,0.558,4804,0.462,57
803214108,6,1826,0.716,5055,1,68
803205258,4,2379,0.741,4348,0.955,86
803197833,6,1871,0.899,3637,0.725,69
803148033,6,1935,0.435,1599,0.652,38
803132733,4,1570,0.653,1339,0.364,30
803124408,2,0,0.507,1926,0.432,53
803115258,2,0,0.436,2113,0.739,40
803113383,3,0,0.482,2222,0.636,54
803097333,3,1514,0.879,5089,0.783,82
803043933,4,1835,2.368,1546,1.273,25
803028858,2,0,0.581,2031,0.385,36
803026008,3,1448,0.836,3463,0.711,65
802937058,3,1859,0.768,4480,0.702,80
802890333,5,1558,0.457,1660,0.789,34
802884933,6,1348,0.756,1665,0.524,32
802878408,6,0,0.689,4116,0.571,88
802875333,3,0,0.819,3377,0.929,54
802867683,5,728,0.604,4133,0.529,78
802856508,6,0,1.144,4363,1.054,76
802834158,3,1737,0.598,1934,0.579,30
802822833,5,0,0.783,3825,0.949,76
802817358,4,2072,0.983,2320,0.594,51
802795608,1,556,0.622,4981,0.864,82
802675983,2,1544,0.72,7872,0.538,80
802673508,3,0,0.726,2460,0.56,39
802668333,2,1919,0.5,3512,0.471,50
802666083,3,0,1.064,3656,0.75,63
802662858,5,2024,0.667,3495,0.882,64
802622733,1,0,0.785,14802,0.667,95
802600233,5,869,0.791,4124,0.967,59
802464033,6,1262,0.898,1877,0.783,41
802460433,2,0,0.733,2607,0.609,37
802455633,4,0,0.847,4371,0.897,74
802449933,1,1750,0.751,14912,0.869,114
802276683,3,1372,0.896,1794,1.385,31
802247658,4,2422,0.773,2599,0.433,43
802243458,6,0,0.576,1759,0.214,34
802101858,3,1978,0.959,4220,0.775,71
802087683,6,1491,1.304,2456,0.571,55
802031583,6,0,0.741,3711,0.804,83
802013583,3,2250,0.576,1158,0.727,19
802002858,2,0,0.935,747,0.583,19
801994458,3,2517,0.673,3163,0.97,65
801989733,6,1193,1.101,3915,0.617,76
801977733,4,1437,0.787,4481,0.822,82
801786483,3,2517,0.708,4930,0.978,89
801783108,6,0,0.681,4833,0.769,69
801728658,6,1389,1.178,1773,0.407,38
801726933,4,1853,0.807,1899,0.833,33
801715383,6,0,0.576,2216,0.545,51
801709308,6,968,0.992,4558,0.75,56
801700233,4,2462,0.772,3140,0.721,74
801518958,2,0,0.919,4139,0.865,69
801516183,3,2215,0.515,4610,0.607,90
801508383,6,1721,0.592,4498,0.635,85
801502008,5,1195,0.67,14287,0.828,106
801499908,4,2056,0.423,1232,0.55,31
801497508,4,1311,0.867,4203,0.78,73
801385458,5,2019,0.677,4017,0.6,80
801383808,4,839,1.326,1198,1,24
801380808,1,2517,1.046,4847,0.815,49
801373833,3,710,0.951,2920,1.421,46
801369258,6,777,1.02,1757,0.595,59
801366783,3,1772,0.561,4329,0.86,80
801363633,1,1664,0.862,5200,0.929,81
801083133,5,1446,0.638,3691,0.917,69
801064833,1,2129,0.769,7930,0.542,91
801056358,6,1864,0.603,3851,0.705,75
801053208,3,1270,0.975,4199,0.826,84
801048483,4,1814,0.628,2646,0.633,49
801037833,6,2517,0.658,4236,0.891,87
801036033,3,1388,0.795,17744,0.763,104
800869758,6,1414,0.635,3967,0.767,76
800758233,6,0,0.949,8642,0.481,77
800164083,4,1257,0.724,3819,0.617,76
799825758,5,1674,0.588,1251,0.346,35
799731033,3,0,0.892,3044,0.896,91
799723908,4,1435,0.787,1217,0.8,27
799720158,3,1133,0.722,4726,0.686,86
799717458,2,1453,0.649,4025,0.805,74
799711833,2,2296,0.808,7910,0.557,95
799707858,6,2000,0.769,3584,0.966,57
799700208,5,1587,0.968,3732,0.795,70
799498158,5,1580,0.727,1642,0.636,36
799486158,4,949,0.736,4222,0.667,65
799475658,3,1300,1.071,4508,0.756,79
799471833,4,1510,0.609,1435,0.462,38
799468083,2,1146,1.018,14373,0.764,97
799253808,5,1294,0.679,13845,0.791,120
799249833,5,844,0.863,2858,0.69,71
799242033,2,1162,0.539,4598,0.623,86
799239033,1,0,0.661,2279,0.533,46
799224108,5,1942,1.027,1715,0.87,43
799031958,5,999,0.466,4122,0.707,70
799026633,4,1518,1.256,2502,0.571,55
799020258,2,0,0.488,4797,0.907,82
799011558,1,1171,0.767,15740,0.739,120
799000008,4,1472,0.742,1244,0.5,36
798996183,4,1512,0.725,4069,0.778,80
798988983,6,2037,0.83,3553,0.902,78
798983508,4,1440,1.117,1575,2.4,34
798972183,1,526,0.829,2520,0.583,38
798962058,3,2399,0.581,1836,0.655,48
798917883,2,2517,0.619,4620,1.171,76
798796233,5,1038,0.973,1724,0.714,24
798792408,1,0,0.688,805,0.143,24
798788958,2,1130,0.756,14471,0.603,93
798786333,6,510,0.711,3399,0.784,66
798783858,2,2517,0.692,13082,0.804,92
798777708,2,1177,1.01,5237,0.829,75
798773208,5,1406,0.96,3691,0.705,75
798769458,3,927,0.934,3011,0.804,83
798717783,3,0,0.601,4752,0.75,84
798699033,3,1382,0.797,4408,0.778,80
798687258,3,1812,0.666,4134,0.824,62
798558783,6,1747,0.551,3732,0.531,75
798553158,1,0,1.054,5470,0.674,72
798546408,2,1444,0.698,7553,0.529,104
798489258,1,1197,0.824,5557,1,82
798481383,5,0,0.872,2684,0.31,38
798473808,3,0,0.511,1159,0.684,32
798457833,5,1087,0.528,4534,0.919,71
798451908,1,0,0.85,12403,0.69,120
798308058,6,0,0.73,4412,0.884,81
798281808,5,1214,0.924,5158,0.681,79
798280683,6,1736,0.786,4714,0.788,93
798238008,2,0,0.536,4644,0.771,85
798158808,5,1479,0.739,2017,0.679,47
798140283,4,1970,0.71,1180,1.417,29
798120858,4,1425,1.505,2555,0.833,44
798114033,4,1514,0.857,3355,0.657,58
798110358,4,0,0.693,1417,0.591,35
798047583,6,0,0.825,4596,0.732,71
798045708,2,0,0.63,4182,1.171,76
798041508,2,2517,0.445,1880,0.355,42
798035358,3,2172,0.402,1221,0.708,41
798030933,5,0,0.631,4745,0.786,75
798022683,4,321,0.769,2508,0.294,44
798011733,4,751,0.925,4574,0.976,81
798007308,6,0,0.528,1175,0.464,41
797998158,4,0,1.031,3646,1.2,66
797898858,1,2085,0.615,7288,0.6,88
797757333,6,1580,0.707,4149,0.755,86
797753283,4,2036,0.827,1926,0.941,33
797748708,5,2024,0.988,5001,0.692,66
797743233,3,865,0.511,4542,0.481,77
797707008,6,0,0.685,920,0.5,18
797668983,6,0,0.795,4396,0.628,70
797666358,6,843,0.751,4452,1.097,65
797643708,3,1314,0.676,1772,0.559,53
797641683,4,2043,0.778,16256,0.85,111
797638383,4,2016,0.576,3561,0.622,73
797495958,3,0,0.927,4277,0.951,80
797491683,2,1964,0.624,2234,0.361,49
797488158,5,1081,0.67,1313,0.636,36
797468658,5,2431,0.37,1536,0.476,31
797466033,3,1754,1.027,2880,0.468,69
797414733,3,1517,0.729,2439,0.848,61
797410983,1,745,0.83,5020,0.766,83
797389758,6,0,0.758,4232,0.795,79
797241108,5,1080,0.742,4500,0.66,83
797238108,5,824,0.796,3915,0.644,74
797234508,3,0,0.502,1481,0.333,20
797232183,2,1962,0.668,5020,0.786,75
797228883,3,0,0.626,14340,0.781,114
797218233,5,0,0.533,4550,0.547,82
797169633,5,825,0.982,3127,0.962,51
797166633,6,1713,0.899,2694,0.906,61
797150733,5,0,0.6,1754,0.56,39
797138883,3,1491,0.543,3966,0.638,77
796990908,5,1872,1.068,2227,1.103,61
796931508,4,0,0.73,2593,0.548,48
796903083,2,0,0.838,2584,0.448,42
796791258,5,1791,1.048,4006,0.81,76
796544133,1,1654,0.565,4468,0.75,84
796532958,4,1124,1.391,1975,1.579,49
796343058,4,0,0.481,1265,0.462,38
796336833,5,0,0.766,2619,0.917,69
796330983,3,1283,0.645,4785,0.518,85
796326483,5,0,0.994,5416,0.952,82
796236258,5,1128,0.613,4030,0.483,86
796196733,4,0,0.59,4389,0.702,80
796174983,2,1168,0.718,7722,0.469,94
796170933,6,0,1.329,3600,0.784,66
796145133,3,1716,0.618,4528,0.755,86
796083783,1,0,0.608,2278,0.727,57
796029483,2,785,0.657,3890,0.66,78
795997908,6,1480,1.326,3215,0.806,56
795991758,5,660,0.549,4079,0.457,67
795979833,6,1074,0.67,1074,0.632,31
795920358,3,0,1.504,2679,0.8,45
795904233,5,727,0.687,1579,0.6,40
795869583,1,1620,0.765,15200,0.934,118
795855258,2,0,0.707,5045,0.745,82
795844983,6,0,0.482,3916,0.829,64
795823383,5,0,0.762,3888,0.853,63
795810633,3,1295,0.758,1234,1.182,24
795795408,3,1423,0.503,1514,1.136,47
795784008,4,2517,0.405,1718,0.276,37
795713058,3,1753,0.55,4292,0.652,76
795684783,5,1596,0.831,3149,0.903,59
795613233,4,1494,0.649,4949,0.81,76
795599883,3,284,0.866,2511,0.5,51
795573333,6,1165,0.888,4142,0.634,67
795392433,3,0,0.663,4651,0.568,69
795343683,5,989,0.555,3935,0.52,76
795266208,4,0,0.624,4493,0.756,79
795237183,3,0,1.19,2041,0.684,32
795232683,4,930,2.121,1439,1.364,26
795218883,2,1556,0.658,15312,0.718,122
795155433,6,1345,1.061,1562,1.2,33
795052083,3,0,0.864,3630,0.578,71
794977533,3,0,0.749,906,0.333,16
794967408,5,975,0.588,3863,0.644,74
794965233,6,781,0.411,1927,0.63,44
794962983,1,2496,0.802,14576,0.774,110
794947683,6,1189,1.158,4541,0.818,60
794866983,6,1031,0.658,3812,0.675,67
794856033,3,470,0.805,4306,0.604,77
794843883,6,1202,0.603,1353,0.737,33
794831733,4,1208,0.569,1345,0.647,28
794818833,6,2078,0.79,2661,0.871,58
794784633,6,2123,0.64,4478,0.791,77
794771208,5,1942,0.582,3724,0.692,66
794740458,1,1608,0.712,14023,0.767,106
794719983,2,2505,0.828,2576,0.5,42
794707083,5,0,0.639,2131,0.464,41
794692158,1,0,0.82,15367,0.641,105
794682483,5,1094,0.63,3095,0.524,64
794675058,5,1963,0.881,2491,0.87,43
794665608,4,582,0.817,4510,0.903,59
794664183,3,2146,0.673,1501,0.667,45
794653983,3,1017,1.008,5245,0.86,80
794649858,3,1624,0.627,1287,0.48,37
794637333,2,0,0.546,3881,0.791,77
794632308,5,2517,0.492,1504,0.296,35
794627208,4,1550,0.538,1935,0.368,52
794581533,4,1380,0.937,3882,0.765,90
794579658,3,2517,0.762,3537,0.738,73
794576058,1,1339,0.668,4070,0.49,76
794573883,3,2517,0.731,15305,0.586,111
794571108,5,304,0.965,4691,0.465,63
794567133,5,808,0.826,4897,0.795,70
794562783,5,661,0.767,2534,0.962,51
794560833,6,0,0.548,1913,0.308,34
794558658,3,1430,0.766,4783,0.792,86
794556333,1,1697,0.711,5236,1.026,77
794554683,4,0,0.916,2925,0.353,46
794551383,5,1218,0.879,4535,0.562,75
794545983,3,1980,0.616,1409,0.619,34
794543958,5,1219,1.129,1590,2,27
794540883,1,1465,0.653,4776,1.023,87
794530608,2,0,0.795,13264,0.667,120
794528283,4,878,0.633,3383,0.558,67
794524833,4,1345,0.808,4009,0.49,73
794516508,2,0,0.532,4838,0.929,81
794514108,4,0,0.934,4051,0.667,65
794510358,6,0,0.816,3754,0.878,77
794507133,4,0,0.776,2880,0.353,46
794504658,6,1829,0.649,1562,0.913,44
794498733,6,1602,0.466,1687,0.533,46
794496033,6,2280,0.674,1302,0.636,36
794494308,3,2070,0.88,13781,0.545,102
794490858,3,1387,0.904,4775,0.605,61
794485158,6,1475,1.158,2447,1.3,46
794482158,2,1954,0.755,7594,0.725,69
794475483,4,1043,0.69,4654,0.639,59
794462133,5,1978,0.675,1749,0.577,41
794340033,5,1762,0.986,1817,0.56,39
794293908,3,1482,1.002,2847,0.971,67
794273283,3,0,0.952,2709,0.645,51
794253108,3,0,0.75,3851,1,78
794227308,1,1433,0.64,4493,0.881,79
794217108,6,1348,0.681,3694,0.718,67
794191008,1,1649,0.741,7552,0.611,87
794172033,4,0,0.503,2347,0.452,45
794160408,1,1973,0.946,4747,1.028,73
794132808,3,1285,0.761,14585,0.98,97
794124708,2,2197,0.647,7053,0.865,69
794113758,6,1968,0.61,1821,0.447,55
794068308,5,1684,0.736,4141,0.521,73
794054058,1,0,0.465,4010,0.513,59
793952133,6,2312,0.727,1680,1.062,33
793889508,4,0,0.808,1235,0.682,37
793842558,6,1430,0.555,4509,0.683,69
793736958,1,1587,0.605,4410,0.72,86
793720908,6,875,0.807,3636,1.286,48
793717608,6,1120,0.802,3592,0.795,79
793712658,4,2517,0.713,1821,0.385,36
793678608,5,0,0.938,3568,0.676,57
793656633,3,1303,0.645,5101,0.617,76
793636308,2,1650,0.912,1193,0.65,33
793630083,1,1476,0.371,1804,0.259,34
793625583,6,2090,0.969,4674,0.718,67
793616883,5,668,0.931,5205,0.773,78
793608258,1,0,0.918,4909,0.316,50
793597833,1,1568,0.537,4466,0.533,69
793581933,4,1513,0.802,1878,0.41,55
793560033,2,1930,0.93,16369,0.736,125
793550958,5,0,0.8,1501,0.739,40
793543758,3,784,0.73,4601,0.638,77
793473033,3,2517,0.949,1349,1.357,33
793461933,4,1006,0.734,2835,0.9,57
793456983,1,989,0.809,13746,0.733,104
793449333,2,2114,0.925,15190,0.855,115
793428408,2,1185,0.687,5235,1,76
793412958,3,1501,0.744,4382,0.66,88
793395933,4,1740,0.65,4208,0.568,69
793379058,2,1025,0.567,5084,0.745,82
793355508,6,0,0.544,2657,0.69,71
793345008,4,0,0.801,4287,0.667,80
793336383,3,2034,0.606,4915,0.84,92
793269933,6,0,0.463,4540,0.56,78
793222008,5,1784,0.904,2056,0.633,49
793059108,6,1440,0.431,893,0.375,22
793015083,5,1270,0.675,4481,0.925,77
792995808,5,1689,0.83,3474,0.763,67
792912708,3,2098,0.8,3183,0.73,64
792864858,6,834,0.569,2311,0.487,58
792795933,5,2397,0.807,3847,0.585,65
792695808,5,1140,0.657,4775,1.1,84
792565908,6,1474,1.042,2346,1.04,51
792524358,2,810,0.787,7917,0.667,95
792402483,5,985,0.841,4263,1,70
792345258,5,0,0.56,4620,0.667,70
792300858,3,1852,0.682,4178,0.63,75
792272658,3,1220,0.884,3756,0.78,73
792152283,1,0,0.96,14378,0.717,103
792139308,1,639,0.646,13345,0.754,114
792098883,2,1204,0.539,3696,0.822,82
791856033,3,0,1.014,1041,0.35,27
791839233,5,1525,0.859,1411,0.474,28
791822733,5,748,0.804,4904,0.761,81
791754258,4,2351,0.807,4342,1.147,73
791730183,2,1817,1.029,5070,0.389,50
790225758,6,620,0.664,2262,0.424,47
790221633,3,2296,0.746,4627,0.791,77
790204983,4,0,0.811,4507,0.632,93
790201158,2,1731,0.936,13609,0.565,108
790186458,3,864,0.597,1589,0.667,30
790174608,6,1181,0.764,2660,0.795,70
790168083,2,2176,0.689,8438,0.887,100
790164408,6,2094,0.722,4869,0.75,77
790149483,2,1484,0.807,4195,0.854,89
790145733,1,0,0.927,1112,0.368,26
790141308,5,0,0.723,4436,0.756,79
790139583,2,801,1.155,4386,0.778,64
790134408,6,755,1.166,1278,1.444,22
790131033,2,2517,0.925,14230,0.78,105
790128033,3,1348,0.759,1302,0.385,36
790123983,4,2090,0.975,4297,0.833,88
790119408,5,0,0.882,2430,0.548,48
790115358,2,2418,0.796,4588,0.791,77
790112133,5,1647,0.735,4388,0.804,83
790108908,5,0,0.552,4043,0.781,57
790102008,6,1023,0.765,3305,0.778,80
790099758,4,1001,0.786,975,0.833,11
790096533,4,1301,1.207,1512,1.455,27
