clientnum,customer_age,gender,education_level,marital_status,income_category
709310433,65,F,Unknown,Single,Less than $40K
709311633,41,M,Graduate,Unknown,$60K - $80K
709314408,39,F,College,Single,$40K - $60K
709315383,31,F,Post-Graduate,Single,Unknown
709316433,52,M,High School,Single,$60K - $80K
709319658,48,F,Graduate,Single,Less than $40K
709321908,47,M,High School,Single,$80K - $120K
709326183,50,M,High School,Single,$60K - $80K
709327383,45,F,Graduate,Married,Unknown
709328733,49,F,Uneducated,Married,Less than $40K
709329558,49,F,High School,Single,Less than $40K
709330383,37,F,Graduate,Single,Less than $40K
709332408,44,F,High School,Single,Less than $40K
709333608,58,F,High School,Single,Unknown
709334658,39,F,Uneducated,Married,Less than $40K
709335558,49,M,Uneducated,Married,$120K +
709338633,56,F,Graduate,Single,$40K - $60K
709339758,43,M,Unknown,Single,$120K +
709343433,39,F,Graduate,Single,Less than $40K
709345008,53,F,Doctorate,Married,Unknown
709346133,55,F,Uneducated,Married,Unknown
709350783,63,F,Unknown,Single,Less than $40K
709361058,35,M,Graduate,Married,$60K - $80K
709362033,52,F,Graduate,Married,Less than $40K
709363383,34,M,High School,Single,Unknown
709364433,36,F,High School,Married,Unknown
709365483,45,F,Doctorate,Divorced,$40K - $60K
709366458,43,F,College,Married,Less than $40K
709367433,28,M,Unknown,Single,$40K - $60K
709368483,56,M,Graduate,Married,$40K - $60K
709372608,43,M,Uneducated,Married,$60K - $80K
709373883,37,F,Unknown,Married,$40K - $60K
709375158,29,F,Unknown,Unknown,Unknown
709376508,58,F,College,Married,Less than $40K
709379283,39,M,Graduate,Married,$60K - $80K
709380333,57,M,Uneducated,Married,$120K +
709381383,49,M,Graduate,Married,$60K - $80K
709382958,55,F,Graduate,Married,$40K - $60K
709383933,31,M,Unknown,Unknown,$80K - $120K
709385133,42,F,Doctorate,Married,Unknown
709388058,43,F,Graduate,Single,Less than $40K
709389558,33,F,College,Single,Less than $40K
709397508,48,M,Uneducated,Married,$60K - $80K
709398708,40,M,High School,Divorced,$60K - $80K
709399908,34,F,Graduate,Single,$40K - $60K
709405758,36,M,Graduate,Married,$60K - $80K
709406733,46,M,Graduate,Divorced,$80K - $120K
709407933,51,M,High School,Single,$80K - $120K
709408983,54,M,High School,Married,$120K +
709410033,56,M,High School,Unknown,$80K - $120K
709411383,45,M,Uneducated,Unknown,$40K - $60K
709413933,56,M,High School,Single,$40K - $60K
709415583,37,F,Unknown,Single,Less than $40K
709418508,45,M,Graduate,Married,$60K - $80K
709422183,58,F,Graduate,Married,Less than $40K
709423158,46,M,Graduate,Single,$80K - $120K
709426608,56,M,Doctorate,Married,$60K - $80K
709429533,49,F,Graduate,Divorced,Unknown
709430508,40,M,High School,Unknown,$40K - $60K
709432833,53,F,Unknown,Married,Less than $40K
709434408,42,M,Unknown,Married,$40K - $60K
709435533,53,F,Unknown,Single,Less than $40K
709436883,56,F,Uneducated,Single,$40K - $60K
709443633,38,F,Uneducated,Married,Less than $40K
709444983,38,F,Uneducated,Single,$40K - $60K
709446783,46,M,Graduate,Single,$60K - $80K
709447908,45,M,Graduate,Married,$60K - $80K
709449333,49,M,High School,Single,$60K - $80K
709451508,63,F,High School,Married,Unknown
709452633,56,F,High School,Single,Less than $40K
709453833,48,F,Graduate,Single,Unknown
709455108,49,F,Unknown,Married,Less than $40K
709459608,47,F,Unknown,Unknown,$40K - $60K
709460883,38,F,Doctorate,Married,Less than $40K
709465758,62,F,Post-Graduate,Married,Less than $40K
709467183,56,M,Graduate,Married,$60K - $80K
709468683,64,F,High School,Married,Less than $40K
709469658,47,M,Unknown,Single,$80K - $120K
709470858,51,M,College,Married,$120K +
709473708,39,M,Graduate,Married,$80K - $120K
709474683,42,F,College,Married,Less than $40K
709476033,55,M,Uneducated,Married,$120K +
709477233,37,F,High School,Single,Unknown
709479558,36,F,College,Single,Less than $40K
709482633,43,F,Uneducated,Married,$40K - $60K
709485033,55,F,High School,Married,Less than $40K
709486158,33,F,Graduate,Married,Less than $40K
709487058,51,F,Unknown,Married,Less than $40K
709488108,42,M,College,Single,$40K - $60K
709493283,42,M,Unknown,Single,$120K +
709494483,63,F,Unknown,Married,Less than $40K
709495833,44,F,Graduate,Single,Less than $40K
709497108,44,F,High School,Married,Less than $40K
709500183,46,F,College,Married,Less than $40K
709501683,33,F,Graduate,Single,$40K - $60K
709505808,45,F,College,Single,Unknown
709513458,49,M,High School,Unknown,$60K - $80K
709514433,41,M,High School,Married,$80K - $120K
709516458,30,M,Graduate,Divorced,$60K - $80K
709518858,50,F,Graduate,Married,Less than $40K
709520058,53,M,Uneducated,Married,$120K +
709523508,65,F,Uneducated,Unknown,Less than $40K
709528308,53,M,High School,Married,$80K - $120K
709530408,45,M,Doctorate,Single,$120K +
709531908,53,M,High School,Married,$60K - $80K
709534083,58,F,Uneducated,Divorced,Less than $40K
709536483,57,M,Graduate,Married,$60K - $80K
709537683,37,M,College,Married,$80K - $120K
709541433,37,M,Graduate,Married,Less than $40K
709545333,33,F,High School,Single,Unknown
709546608,37,F,Uneducated,Married,Less than $40K
709547658,39,M,Uneducated,Single,$60K - $80K
709548783,44,M,Doctorate,Unknown,$40K - $60K
709550958,51,M,Graduate,Married,$60K - $80K
709554483,53,F,Graduate,Married,Less than $40K
709556208,40,F,College,Single,$40K - $60K
709558608,39,M,Uneducated,Single,$80K - $120K
709560258,49,F,Graduate,Single,Unknown
709562358,55,F,Unknown,Single,Less than $40K
709563258,50,F,Uneducated,Single,Unknown
709564683,32,M,Graduate,Married,$40K - $60K
709566408,40,F,Graduate,Single,Less than $40K
709567758,40,F,Uneducated,Married,Less than $40K
709571958,58,F,Graduate,Single,Less than $40K
709573533,48,M,Uneducated,Married,$40K - $60K
709575858,53,M,Graduate,Single,$40K - $60K
709578258,40,F,Uneducated,Single,Less than $40K
709579383,58,M,Uneducated,Married,$80K - $120K
709581483,40,F,Doctorate,Married,Less than $40K
709583133,53,M,Uneducated,Married,$40K - $60K
709584483,33,F,Graduate,Married,Less than $40K
709585758,41,M,High School,Single,$120K +
709587783,39,M,Post-Graduate,Single,$60K - $80K
709589208,53,M,Graduate,Single,$60K - $80K
709591533,46,F,College,Divorced,Less than $40K
709592808,38,F,Graduate,Single,Less than $40K
709596783,46,M,College,Married,$40K - $60K
709597983,65,M,Doctorate,Divorced,Less than $40K
709603608,34,M,Uneducated,Married,$60K - $80K
709604958,51,F,Graduate,Single,$40K - $60K
709606158,37,F,Graduate,Married,Less than $40K
709607733,40,F,College,Married,Unknown
709608708,29,M,Graduate,Married,$60K - $80K
709610283,42,F,Graduate,Single,Less than $40K
709611183,41,F,High School,Married,Less than $40K
709612983,41,F,Graduate,Married,$40K - $60K
709614333,59,F,High School,Single,Unknown
709615458,54,M,Graduate,Married,$120K +
709616958,38,M,High School,Single,$60K - $80K
710077008,43,M,Uneducated,Single,$120K +
709618308,46,F,High School,Single,$40K - $60K
709619433,52,M,Doctorate,Married,$120K +
709621008,48,M,Post-Graduate,Single,$60K - $80K
709623483,56,M,High School,Married,$120K +
709624533,55,F,High School,Married,Less than $40K
709625733,50,M,High School,Single,$60K - $80K
709626858,44,F,High School,Married,Less than $40K
709627983,56,F,Post-Graduate,Single,Less than $40K
709632483,49,F,High School,Single,Less than $40K
709633533,31,M,Uneducated,Married,Less than $40K
709635858,56,F,Graduate,Married,Less than $40K
709638783,50,F,High School,Married,$40K - $60K
709641933,42,F,Graduate,Married,$40K - $60K
709646433,59,F,High School,Married,Less than $40K
709649958,62,M,Post-Graduate,Divorced,$60K - $80K
709657533,44,M,High School,Unknown,$120K +
709660233,52,M,Unknown,Single,$80K - $120K
709662708,65,M,High School,Married,$40K - $60K
709663608,43,F,Graduate,Married,Less than $40K
709664658,40,M,Unknown,Unknown,$80K - $120K
709665783,39,F,Unknown,Married,$40K - $60K
709666908,42,F,Graduate,Divorced,Unknown
709668408,56,F,Graduate,Unknown,$40K - $60K
709669533,38,F,High School,Divorced,Less than $40K
709671708,61,M,Uneducated,Single,$80K - $120K
709674333,33,M,High School,Single,$60K - $80K
709678608,49,M,High School,Married,$80K - $120K
709679658,58,F,Graduate,Single,$40K - $60K
709682658,37,F,High School,Single,$40K - $60K
709683633,32,F,High School,Single,Less than $40K
709688883,45,M,High School,Unknown,$80K - $120K
709690158,52,F,Graduate,Married,Less than $40K
709693833,47,M,Graduate,Married,$60K - $80K
709695333,48,M,High School,Single,$80K - $120K
709700058,52,F,Graduate,Single,$40K - $60K
709701558,47,M,Graduate,Married,$60K - $80K
709703433,47,M,Graduate,Married,$60K - $80K
709707033,45,M,Graduate,Single,$60K - $80K
709708233,49,F,Doctorate,Married,Less than $40K
709709283,38,M,College,Single,$40K - $60K
709710783,35,F,High School,Single,Less than $40K
709711758,45,F,Uneducated,Divorced,Less than $40K
709713033,55,M,College,Single,$80K - $120K
709714008,50,F,Unknown,Single,Unknown
709716258,48,M,High School,Unknown,$80K - $120K
709718058,52,F,Uneducated,Single,Less than $40K
709719333,41,M,High School,Single,$80K - $120K
709722858,50,M,Graduate,Married,$60K - $80K
709726158,40,F,Graduate,Single,Less than $40K
709728183,46,F,College,Married,Less than $40K
709729533,47,M,Uneducated,Single,$40K - $60K
709730508,39,F,High School,Single,Unknown
709732608,41,F,Graduate,Married,Less than $40K
709735008,35,M,High School,Married,$80K - $120K
709736658,37,M,Uneducated,Married,$40K - $60K
709738008,48,F,Unknown,Married,$40K - $60K
709739283,62,M,High School,Single,Unknown
709741608,51,M,Unknown,Single,$80K - $120K
709742958,45,M,High School,Married,$60K - $80K
709745508,58,F,Unknown,Divorced,$40K - $60K
709747308,41,M,Graduate,Married,$60K - $80K
709749483,40,F,Graduate,Unknown,Less than $40K
709752183,48,M,High School,Single,$60K - $80K
709757583,35,M,Unknown,Married,$120K +
709759908,46,M,Graduate,Married,$60K - $80K
709762008,48,F,High School,Married,Less than $40K
709762908,52,F,Uneducated,Married,Unknown
709764483,61,M,Graduate,Unknown,$60K - $80K
709766808,49,F,Uneducated,Married,Unknown
709769283,36,F,Unknown,Divorced,Unknown
709770408,51,M,Graduate,Married,$120K +
709774608,51,M,Unknown,Married,$60K - $80K
709779258,53,F,Post-Graduate,Married,Less than $40K
709780158,52,F,Graduate,Single,Unknown
709781208,34,F,Unknown,Married,Less than $40K
709783908,52,F,Unknown,Married,Less than $40K
709785783,35,F,Graduate,Single,Less than $40K
709787733,54,F,College,Single,Unknown
709788783,47,M,Unknown,Divorced,$40K - $60K
709790058,53,M,Graduate,Married,$120K +
709791333,40,F,Uneducated,Single,Less than $40K
709793133,43,F,Unknown,Single,$40K - $60K
709794333,29,M,Graduate,Married,Less than $40K
709798908,45,F,Unknown,Single,Less than $40K
709802208,37,M,Graduate,Married,$40K - $60K
709803258,48,M,Unknown,Married,$80K - $120K
709804533,40,M,Uneducated,Single,$120K +
709807383,35,F,Unknown,Married,Less than $40K
709810458,56,F,Unknown,Single,Less than $40K
709813008,44,F,High School,Unknown,Less than $40K
709814883,45,F,High School,Single,Less than $40K
709816158,31,F,Unknown,Single,Unknown
709820658,45,M,High School,Married,$80K - $120K
709822008,42,F,Unknown,Divorced,Unknown
709823733,44,F,Graduate,Unknown,$40K - $60K
709824633,44,F,High School,Single,Less than $40K
709826058,49,M,Unknown,Married,$80K - $120K
709827933,44,M,Graduate,Married,$80K - $120K
709830783,47,M,Unknown,Single,$120K +
709831983,57,M,Uneducated,Single,$120K +
709836258,45,F,Graduate,Married,Less than $40K
709837308,34,F,Graduate,Single,Unknown
709838508,45,M,Graduate,Divorced,$60K - $80K
709839858,58,F,Graduate,Married,Less than $40K
709841433,45,F,Graduate,Divorced,Less than $40K
709850508,33,F,Graduate,Married,Less than $40K
709852908,44,F,Uneducated,Single,Less than $40K
709854483,35,F,High School,Married,Unknown
709855608,46,F,High School,Married,Less than $40K
709857033,60,F,College,Single,$40K - $60K
709858533,29,M,Graduate,Divorced,Less than $40K
709861008,47,M,Post-Graduate,Married,$80K - $120K
709864833,49,M,Post-Graduate,Married,$60K - $80K
709865883,38,M,High School,Divorced,$60K - $80K
709868433,43,F,Unknown,Single,Less than $40K
709869708,54,F,College,Single,Less than $40K
709871658,47,F,Unknown,Single,Less than $40K
709873683,60,M,Doctorate,Unknown,$40K - $60K
709876008,49,F,Post-Graduate,Single,Less than $40K
709879458,54,F,Doctorate,Married,Unknown
709883883,46,F,Uneducated,Divorced,Unknown
709886583,37,F,High School,Single,Less than $40K
709887483,56,M,Uneducated,Divorced,$40K - $60K
709888383,47,F,Graduate,Married,Less than $40K
709891608,41,M,High School,Married,$120K +
709892658,48,F,Graduate,Single,Less than $40K
709893858,43,M,Post-Graduate,Married,$40K - $60K
709895508,42,M,Graduate,Married,Less than $40K
709897983,35,F,Doctorate,Married,$40K - $60K
709901058,38,M,High School,Single,$40K - $60K
709902108,51,M,High School,Married,$80K - $120K
709904508,59,F,Post-Graduate,Single,$40K - $60K
709910733,49,F,High School,Single,Unknown
709912683,53,F,Graduate,Single,Unknown
709913733,39,F,College,Married,Less than $40K
709914858,48,F,Graduate,Married,Less than $40K
709916058,58,M,Unknown,Married,$60K - $80K
709918158,43,M,High School,Married,$80K - $120K
709919283,54,M,Graduate,Married,$80K - $120K
709920258,41,F,Graduate,Divorced,$40K - $60K
709921158,51,M,High School,Single,$60K - $80K
709922508,40,F,Unknown,Married,Less than $40K
709925733,32,F,Unknown,Single,Less than $40K
709927458,38,M,Graduate,Single,$40K - $60K
709928358,40,M,Graduate,Single,$80K - $120K
709930758,41,M,Uneducated,Married,$40K - $60K
709932558,39,F,Uneducated,Married,Less than $40K
709934808,59,M,Unknown,Single,$40K - $60K
709935708,55,F,Unknown,Married,$40K - $60K
709937583,45,F,High School,Single,Unknown
709938708,56,F,Uneducated,Married,Unknown
709942383,34,M,Graduate,Married,$80K - $120K
709945458,52,M,Uneducated,Single,$60K - $80K
709946658,49,F,College,Single,$40K - $60K
709948233,47,F,Uneducated,Single,Unknown
709950858,45,M,College,Single,$80K - $120K
709952658,46,F,Graduate,Unknown,Less than $40K
709955958,41,F,High School,Single,Less than $40K
709957158,48,M,High School,Married,$40K - $60K
709959858,43,F,Graduate,Single,Less than $40K
709961958,58,F,High School,Divorced,Unknown
709965858,46,M,High School,Married,$120K +
709967358,48,M,Post-Graduate,Single,$80K - $120K
709969758,43,M,Graduate,Single,$60K - $80K
709971708,51,F,High School,Single,Unknown
709972908,38,F,Graduate,Single,Less than $40K
709974108,35,F,Graduate,Single,Less than $40K
709976358,51,F,Unknown,Single,Less than $40K
709977933,52,M,Uneducated,Married,$80K - $120K
709979583,54,M,Graduate,Married,$120K +
709980783,51,F,High School,Divorced,Less than $40K
709982658,41,F,College,Married,Less than $40K
709984083,43,F,Unknown,Single,Less than $40K
709985133,33,F,Graduate,Divorced,Less than $40K
709986633,29,M,High School,Married,$40K - $60K
709987683,46,F,Graduate,Married,Unknown
709990983,49,F,Post-Graduate,Married,$40K - $60K
709991883,53,M,Graduate,Married,$80K - $120K
709993158,46,F,Graduate,Married,Less than $40K
709996833,31,M,Post-Graduate,Single,Less than $40K
709997958,39,M,Graduate,Married,$40K - $60K
709999308,51,M,Uneducated,Married,$80K - $120K
710002833,32,F,High School,Married,Unknown
710003958,48,F,Post-Graduate,Married,Less than $40K
710004933,44,M,Uneducated,Married,$60K - $80K
710005683,56,M,College,Single,$80K - $120K
710006958,53,F,High School,Single,Less than $40K
710013258,44,F,High School,Single,Less than $40K
710014683,31,F,Graduate,Single,Less than $40K
710015733,41,F,Doctorate,Divorced,Less than $40K
710016708,44,F,Graduate,Married,Less than $40K
710017758,44,M,Graduate,Single,$40K - $60K
710019933,29,M,Uneducated,Single,$40K - $60K
710023233,36,M,Graduate,Single,$120K +
710026458,34,M,Unknown,Married,$40K - $60K
710027508,61,M,Graduate,Married,$60K - $80K
710032608,52,F,Graduate,Single,Less than $40K
710035008,31,F,Uneducated,Single,Less than $40K
710036508,42,M,Uneducated,Married,$40K - $60K
710038008,56,F,Graduate,Single,$40K - $60K
710039208,57,F,Unknown,Single,Unknown
710040483,37,M,Uneducated,Unknown,$60K - $80K
710043408,49,M,Graduate,Married,$80K - $120K
710044308,40,F,Graduate,Single,$40K - $60K
710045058,46,M,High School,Married,$40K - $60K
710047533,51,M,Graduate,Single,$80K - $120K
710051658,46,M,Graduate,Married,$60K - $80K
710056758,51,M,High School,Single,$40K - $60K
710058033,51,M,Uneducated,Divorced,$120K +
710061783,49,M,Graduate,Married,$40K - $60K
710064033,45,M,Uneducated,Married,$40K - $60K
710066133,30,M,Graduate,Single,Less than $40K
710067183,28,M,High School,Single,Less than $40K
710070183,53,F,High School,Single,Less than $40K
710074458,41,F,High School,Divorced,Less than $40K
710078358,36,M,Post-Graduate,Married,Less than $40K
710080383,38,F,Graduate,Single,$40K - $60K
710081208,52,M,College,Single,$120K +
710082708,44,M,Post-Graduate,Single,$120K +
710084883,34,M,College,Married,$80K - $120K
710086308,46,F,High School,Unknown,$40K - $60K
710088483,52,M,Uneducated,Married,$80K - $120K
710090133,62,F,College,Divorced,Less than $40K
710090958,51,M,College,Married,$80K - $120K
710092683,38,M,College,Married,$80K - $120K
710094108,33,M,Graduate,Single,$60K - $80K
710096658,45,F,Unknown,Married,Less than $40K
710098233,28,F,Unknown,Single,Less than $40K
710099358,60,F,Unknown,Single,$40K - $60K
710102208,56,M,Graduate,Single,$60K - $80K
710103558,50,M,Post-Graduate,Single,$120K +
710104908,56,F,College,Single,Less than $40K
710106933,32,M,Uneducated,Single,$80K - $120K
710108133,54,F,Graduate,Married,$40K - $60K
710109633,39,M,College,Married,$60K - $80K
710110683,52,M,College,Married,$60K - $80K
710111733,48,M,High School,Married,$80K - $120K
710112933,28,M,Uneducated,Single,$60K - $80K
710115108,45,F,Graduate,Unknown,$40K - $60K
710116833,59,F,High School,Single,$40K - $60K
710119233,37,M,High School,Married,$120K +
710120358,40,M,Unknown,Married,$60K - $80K
710122458,38,M,High School,Single,$60K - $80K
